customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
UN37063,calofornia,4525.365839,calofornia,Basic,Bachelor,1/31/11,Medical Leave,M,10269,Urban,Single,65,12.0,5,0.0,3,Personal Auto,Personal L1,Offer1,Agent,170.798204,Two-Door Car,Medsize,A
RS66246,California,2943.045259,California,Extended,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,81,26.0,23,0.0,1,Personal Auto,Personal L3,Offer4,Branch,388.8,Two-Door Car,Large,A
PV55726,Oregon,4170.687348,Oregon,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,A
OU81877,Oregon,4726.963307,Oregon,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Married,64,10.0,16,0.0,6,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,A
AX45422,California,13786.70272,California,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,61,21.0,24,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,370.755025,Four-Door Car,Medsize,A
FG18525,Nevada,2124.173841,Nevada,Basic,Bachelor,1/23/11,Unemployed,M,0,Rural,Married,61,17.0,14,1.0,1,Personal Auto,Personal L3,Offer4,Web,60.5975,Two-Door Car,Medsize,A
VS40267,California,30850.58677,California,Basic,High School or Below,2/8/11,Disabled,M,25503,Suburban,Married,115,12.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Branch,552.0,SUV,Medsize,A
KC17170,Arizona,5465.603983,Arizona,Basic,Bachelor,1/31/11,Employed,F,54422,Rural,Married,68,9.0,8,0.0,5,Corporate Auto,Corporate L3,Offer1,Branch,75.501852,Four-Door Car,Medsize,A
CW57656,Oregon,11196.01927,Oregon,Extended,College,1/10/11,Employed,F,75457,Rural,Married,93,0.0,79,0.0,2,Personal Auto,Personal L3,Offer1,Agent,151.572213,Four-Door Car,Medsize,A
LA80525,Nevada,5454.890731,Nevada,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Divorced,82,4.0,77,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Large,A
GA72966,Oregon,8427.172486,Oregon,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L3,Offer1,Agent,1032.0,Luxury SUV,Medsize,A
MZ10085,Nevada,4328.373176,Nevada,Basic,High School or Below,2/14/11,Employed,M,72531,Suburban,Married,109,35.0,20,1.0,1,Personal Auto,Personal L2,Offer2,Call Center,523.2,Sports Car,Medsize,A
UP57305,California,5087.015287,California,Basic,Bachelor,1/11/11,Employed,M,22726,Suburban,Married,65,25.0,73,0.0,3,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Medsize,A
WI38796,Oregon,9123.911266,Oregon,Basic,Bachelor,1/3/11,Employed,M,70737,Suburban,Married,114,25.0,12,0.0,4,Corporate Auto,Corporate L3,Offer4,Web,741.655597,SUV,Medsize,A
WH56217,Washington,8927.565817,Washington,Basic,College,2/14/11,Medical Leave,M,29136,Suburban,Divorced,118,16.0,72,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Large,A
XU20264,Arizona,8564.772996,Arizona,Premium,Bachelor,2/3/11,Disabled,M,23506,Suburban,Single,113,0.0,27,0.0,9,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize,A
XM45289,Oregon,5514.344018,Oregon,Basic,High School or Below,1/2/11,Employed,F,23218,Suburban,Single,71,7.0,10,0.0,4,Personal Auto,Personal L2,Offer4,Agent,447.79344,Two-Door Car,Medsize,A
KT97561,Arizona,8382.630118,Arizona,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,A
KL58949,California,5577.942343,California,Basic,Bachelor,2/18/11,Employed,M,70190,Rural,Single,71,20.0,22,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,15.169017,Two-Door Car,Medsize,A
KT61396,California,3821.819872,California,Extended,College,1/16/11,Employed,F,79189,Rural,Married,95,20.0,50,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small,A
MF65419,Oregon,3979.586552,Oregon,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,116,32.0,57,0.0,1,Personal Auto,Personal L3,Offer1,Branch,835.2,Sports Car,Medsize,A
XW96958,Nevada,7573.345057,Nevada,Premium,High School or Below,2/20/11,Unemployed,M,0,Suburban,Single,110,6.0,37,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.036154,Four-Door Car,Large,A
DS97676,Oregon,2555.051532,Oregon,Basic,College,2/3/11,Unemployed,F,0,Suburban,Single,72,14.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Agent,518.4,Four-Door Car,Large,A
IA78643,Washington,8007.399376,Washington,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A
YV23210,Oregon,7422.186246,Oregon,Basic,High School or Below,1/18/11,Employed,M,23617,Suburban,Married,189,0.0,47,0.0,1,Personal Auto,Personal L1,Offer3,Agent,907.2,Luxury Car,Small,A
PY50779,Arizona,7060.212867,Arizona,Extended,High School or Below,1/27/11,Employed,M,85412,Rural,Divorced,88,33.0,92,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,134.684555,Four-Door Car,Medsize,A
EO40136,Arizona,2912.248444,Arizona,Basic,College,1/24/11,Employed,F,93403,Urban,Divorced,73,18.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Web,295.224598,Four-Door Car,Small,A
CA45756,Arizona,22185.88045,Arizona,Basic,Master,2/27/11,Employed,F,60426,Rural,Single,62,0.0,97,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,133.284622,Two-Door Car,Medsize,A
LN31673,Washington,11318.08982,Washington,Extended,College,2/6/11,Employed,M,38923,Rural,Married,99,6.0,83,2.0,2,Personal Auto,Personal L3,Offer1,Agent,115.728852,Four-Door Car,Medsize,A
GW14109,California,38496.94701,California,Extended,High School or Below,2/2/11,Employed,F,48409,Urban,Single,124,13.0,60,0.0,2,Special Auto,Special L3,Offer1,Agent,345.211703,SUV,Medsize,A
RT37588,Arizona,11218.44173,Arizona,Extended,High School or Below,1/23/11,Employed,F,69268,Rural,Married,93,31.0,20,0.0,2,Personal Auto,Personal L1,Offer2,Agent,19.170855,Two-Door Car,Medsize,A
QJ65440,California,28824.06193,California,Extended,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,87,13.0,3,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,626.4,Four-Door Car,Medsize,A
NL74789,California,7324.928202,California,Premium,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,105,4.0,98,0.0,6,Special Auto,Special L2,Offer1,Branch,504.0,Two-Door Car,Medsize,A
YO23637,Washington,4194.906755,Washington,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,64,0.0,60,3.0,4,Special Auto,Special L3,Offer1,Branch,759.285255,Two-Door Car,Medsize,A
VM85856,Oregon,2574.020376,Oregon,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,A
BZ36030,Oregon,12590.93519,Oregon,Premium,College,1/11/11,Employed,M,62575,Suburban,Married,106,5.0,21,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,508.8,Two-Door Car,Medsize,A
VD96075,Oregon,4165.252177,Oregon,Premium,Bachelor,1/20/11,Employed,M,58299,Suburban,Married,105,24.0,22,1.0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,A
GI89160,California,31934.62164,California,Basic,Bachelor,1/6/11,Employed,F,56516,Suburban,Married,199,26.0,46,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,955.2,Luxury SUV,Medsize,A
JC18314,California,7089.046071,California,Extended,Bachelor,1/10/11,Employed,M,28121,Suburban,Divorced,90,16.0,0,0.0,4,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Medsize,A
EL81968,Oregon,7661.388132,Oregon,Extended,Bachelor,2/15/11,Employed,M,66726,Urban,Married,97,3.0,60,1.0,7,Personal Auto,Personal L2,Offer2,Call Center,335.840529,Two-Door Car,Medsize,A
VQ67172,Oregon,18542.30074,Oregon,Basic,College,1/9/11,Unemployed,F,0,Suburban,Married,72,30.0,48,0.0,2,Corporate Auto,Corporate L2,Offer4,Agent,622.992063,Four-Door Car,Small,A
WM95454,California,2867.312197,California,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,A
KI75855,Oregon,2551.226692,Oregon,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,A
RP33869,Washington,2577.514741,Washington,Basic,Bachelor,2/19/11,Employed,F,49467,Suburban,Divorced,65,1.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,413.695258,Two-Door Car,Small,A
BD77090,Washington,8609.158215,Washington,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L1,Offer2,Branch,289.040734,SUV,Medsize,A
DU68331,Oregon,7316.650059,Oregon,Basic,College,1/2/11,Employed,F,30493,Rural,Married,62,15.0,56,1.0,2,Personal Auto,Personal L3,Offer1,Branch,108.09413,Two-Door Car,Medsize,A
TO20795,Washington,32467.66151,Washington,Premium,Doctor,1/16/11,Employed,M,37675,Suburban,Single,104,23.0,18,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,731.970027,Four-Door Car,Medsize,A
LR49580,Oregon,5061.180855,Oregon,Basic,Bachelor,2/14/11,Employed,F,59216,Urban,Married,64,0.0,66,2.0,7,Personal Auto,Personal L3,Offer2,Branch,200.493214,Four-Door Car,Large,A
NC40609,Nevada,3135.579831,Nevada,Extended,College,1/13/11,Unemployed,M,0,Suburban,Single,91,12.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,707.264022,Four-Door Car,Small,A
VZ51506,Arizona,3595.31286,Arizona,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,103,20.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,741.6,Sports Car,Medsize,A
FJ31683,Washington,2842.822337,Washington,Basic,Doctor,1/4/11,Employed,F,43793,Rural,Married,71,8.0,31,0.0,1,Personal Auto,Personal L2,Offer2,Agent,16.150175,Four-Door Car,Medsize,A
MD45928,Arizona,13770.97618,Arizona,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,15.149070740488469,21,0.38425610586747105,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A
FE93959,California,7535.42519,California,Basic,Doctor,1/24/11,Employed,M,37496,Suburban,Single,65,1.0,36,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,312.0,Two-Door Car,Small,A
RW65101,California,18039.11422,California,Basic,College,1/31/11,Unemployed,F,0,Suburban,Single,63,28.0,82,0.0,2,Personal Auto,Personal L3,Offer3,Web,503.204804,Four-Door Car,Medsize,A
IC82877,Arizona,14031.70314,Arizona,Basic,Bachelor,1/8/11,Employed,M,58092,Urban,Married,72,7.0,56,1.0,2,Personal Auto,Personal L2,Offer2,Branch,202.24202,Two-Door Car,Medsize,A
TH67541,Arizona,5652.72374,Arizona,Basic,High School or Below,1/7/11,Medical Leave,F,16171,Urban,Married,74,8.0,36,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,311.004168,Four-Door Car,Medsize,A
ZC32510,Arizona,9339.341599,Arizona,Premium,High School or Below,2/22/11,Employed,M,69442,Suburban,Married,118,26.0,6,3.0,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small,A
KO95143,California,8521.738901,California,Premium,High School or Below,2/21/11,Employed,M,37910,Suburban,Married,108,7.0,9,0.0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medsize,A
XY33610,Washington,15695.53941,Washington,Basic,College,1/27/11,Employed,M,97750,Urban,Divorced,65,15.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Agent,303.002922,Four-Door Car,Medsize,A
ES88339,California,3337.980868,California,Extended,Master,1/15/11,Employed,M,60607,Urban,Married,83,2.0,82,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,379.583119,Four-Door Car,Medsize,A
PQ36549,Arizona,5598.273622,Arizona,Basic,Bachelor,2/9/11,Disabled,M,14174,Suburban,Married,72,1.0,62,0.0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize,A
EC13382,Oregon,11981.98481,Oregon,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,A
TG68823,Arizona,5318.89664,Arizona,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,A
EZ80325,calofornia,4548.291613,calofornia,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Married,132,5.0,88,3.0,1,Personal Auto,Personal L2,Offer1,Branch,950.4,Sports Car,Large,A
MW98508,Oregon,2889.087654,Oregon,Basic,College,2/13/11,Employed,F,72075,Rural,Married,73,32.0,1,2.0,1,Special Auto,Special L3,Offer2,Web,22.569825,Four-Door Car,Medsize,A
SO57563,calofornia,7381.914168,calofornia,Extended,College,2/3/11,Employed,M,54878,Rural,Married,96,15.149070740488469,11,0.38425610586747105,9,Personal Auto,Personal L3,Offer3,Call Center,204.953947,Four-Door Car,Medsize,A
GU42671,Arizona,6106.941981,Arizona,Extended,Bachelor,2/21/11,Medical Leave,F,16654,Suburban,Married,79,23.0,31,0.0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,A
RM83767,Washington,5970.995737,Washington,Extended,College,1/23/11,Employed,M,64008,Urban,Single,85,9.0,66,5.0,5,Personal Auto,Personal L3,Offer3,Agent,372.893812,Four-Door Car,Medsize,A
DI65961,Arizona,7832.569008,Arizona,Basic,High School or Below,1/9/11,Employed,M,34644,Suburban,Married,66,7.0,36,0.0,2,Personal Auto,Personal L3,Offer4,Agent,316.8,Four-Door Car,Medsize,A
PM76175,Oregon,21147.27716,Oregon,Extended,Bachelor,1/7/11,Employed,F,49721,Suburban,Married,132,18.0,49,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,639.971388,Sports Car,Large,A
WF73839,Arizona,7597.910661,Arizona,Basic,College,2/4/11,Employed,F,49937,Urban,Married,64,1.0,45,0.0,2,Personal Auto,Personal L2,Offer3,Web,302.586407,Two-Door Car,Medsize,A
YG42297,Arizona,5248.978048,Arizona,Basic,College,2/8/11,Unemployed,M,0,Urban,Married,72,0.0,45,0.0,4,Personal Auto,Personal L3,Offer4,Web,216.700125,Four-Door Car,Medsize,A
JN69287,California,3479.760165,California,Extended,High School or Below,1/8/11,Employed,M,35033,Suburban,Married,87,26.0,53,0.0,1,Personal Auto,Personal L2,Offer1,Agent,490.638202,Two-Door Car,Small,A
ZX50209,California,10960.93667,California,Extended,College,2/17/11,Employed,F,29815,Rural,Single,95,35.0,18,0.0,2,Personal Auto,Personal L1,Offer4,Agent,76.175672,Four-Door Car,Medsize,A
KN25556,Arizona,7200.664877,Arizona,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize,A
KT91115,Oregon,4690.793868,Oregon,Premium,Bachelor,1/12/11,Employed,M,43367,Suburban,Divorced,118,6.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Branch,1026.741926,Four-Door Car,Medsize,A
CN30964,California,6685.797205,California,Extended,Bachelor,2/26/11,Employed,F,31517,Suburban,Married,84,33.0,74,2.0,3,Personal Auto,Personal L3,Offer4,Agent,604.8,Two-Door Car,Small,A
LA97014,Washington,2576.513006,Washington,Basic,Bachelor,2/24/11,Employed,M,37574,Suburban,Married,66,19.0,14,1.0,1,Personal Auto,Personal L1,Offer1,Agent,412.101933,Two-Door Car,Medsize,A
KA89683,Arizona,2523.171245,Arizona,Basic,High School or Below,1/30/11,Unemployed,F,0,Suburban,Single,70,20.0,81,0.0,1,Personal Auto,Personal L1,Offer1,Branch,504.0,Four-Door Car,Small,A
VZ64716,Oregon,11546.17372,Oregon,Extended,Master,2/26/11,Employed,M,81081,Rural,Married,96,32.0,34,1.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize,A
IU25463,California,12252.60179,California,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12.0,17,1.0,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,A
WK30175,Oregon,2672.095756,Oregon,Basic,Bachelor,2/10/11,Employed,M,52822,Suburban,Married,67,23.0,88,0.0,1,Corporate Auto,Corporate L1,Offer1,Branch,350.529033,Two-Door Car,Small,A
AP46166,California,4965.491316,California,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Single,73,4.0,71,1.0,8,Personal Auto,Personal L3,Offer3,Call Center,525.6,Four-Door Car,Medsize,A
JG41490,Arizona,2396.219292,Arizona,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,A
CG15505,California,19160.98994,California,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A
BJ58596,California,2486.428407,California,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,72,22.0,55,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large,A
LA53648,California,8992.779137,California,Extended,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,129,13.0,4,0.0,7,Personal Auto,Personal L1,Offer1,Call Center,1059.572464,SUV,Medsize,A
VR18539,Washington,8311.854644,Washington,Basic,College,2/27/11,Employed,M,44843,Urban,Single,105,15.149070740488469,34,0.38425610586747105,3,Personal Auto,Personal L2,Offer1,Branch,391.419263,SUV,Medsize,A
ZC69696,Arizona,35440.14262,Arizona,Basic,College,2/16/11,Employed,F,74560,Suburban,Divorced,110,31.0,20,0.0,2,Personal Auto,Personal L3,Offer1,Branch,528.0,SUV,Medsize,A
WU63862,Oregon,5420.361822,Oregon,Basic,College,1/10/11,Employed,M,31614,Urban,Single,71,26.0,69,0.0,4,Personal Auto,Personal L3,Offer2,Branch,234.683628,Four-Door Car,Medsize,A
YC67208,California,2227.072755,California,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A
WC35554,Oregon,4530.530663,Oregon,Basic,College,1/21/11,Employed,M,34640,Urban,Married,117,23.0,54,2.0,1,Personal Auto,Personal L2,Offer1,Call Center,466.318191,Sports Car,Medsize,A
JA60749,Oregon,9035.671134,Oregon,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,A
SK65854,Nevada,5728.581037,Nevada,Basic,College,1/30/11,Employed,F,29730,Suburban,Married,72,1.0,76,0.0,3,Personal Auto,Personal L1,Offer3,Branch,463.21435,Four-Door Car,Medsize,A
BG96711,California,2576.380679,California,Basic,Bachelor,1/11/11,Employed,M,24732,Suburban,Divorced,67,4.0,49,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,321.6,Four-Door Car,Small,A
RM42344,Oregon,2745.129849,Oregon,Basic,College,1/15/11,Employed,M,91757,Suburban,Married,69,29.0,58,1.0,1,Personal Auto,Personal L3,Offer2,Web,331.2,Four-Door Car,Medsize,A
PP20957,Nevada,7799.440458,Nevada,Basic,Bachelor,1/6/11,Unemployed,F,0,Suburban,Married,105,33.0,7,0.0,3,Personal Auto,Personal L3,Offer1,Web,504.0,SUV,Medsize,A
DM16101,Washington,4754.653816,Washington,Basic,College,2/5/11,Employed,F,30886,Rural,Divorced,61,8.0,36,0.0,6,Special Auto,Special L2,Offer2,Agent,8.315904,Four-Door Car,Medsize,A
WQ46946,California,7914.82311,California,Extended,College,2/9/11,Employed,F,77153,Urban,Married,99,3.0,27,1.0,5,Personal Auto,Personal L3,Offer1,Branch,355.641958,Four-Door Car,Medsize,A
XR37151,California,9103.700091,California,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,131,18.0,41,0.0,3,Personal Auto,Personal L2,Offer2,Branch,628.8,Sports Car,Medsize,A
JR22900,California,18484.80858,California,Basic,College,2/11/11,Employed,F,36153,Urban,Married,117,27.0,6,1.0,2,Corporate Auto,Corporate L3,Offer2,Agent,323.424189,Sports Car,Medsize,A
AJ69060,California,14260.91441,California,Extended,College,1/2/11,Unemployed,M,0,Rural,Married,99,2.0,30,0.0,2,Personal Auto,Personal L1,Offer4,Branch,204.121476,Two-Door Car,Medsize,A
VZ70667,Oregon,14206.98091,Oregon,Basic,College,1/14/11,Disabled,F,26056,Suburban,Married,73,17.0,73,0.0,2,Personal Auto,Personal L3,Offer1,Branch,355.558088,Four-Door Car,Medsize,A
DY69629,Oregon,3096.511217,Oregon,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,379.2,Four-Door Car,Medsize,A
OA96690,Oregon,7421.593541,Oregon,Extended,High School or Below,1/10/11,Employed,F,47406,Urban,Married,94,2.0,96,1.0,6,Personal Auto,Personal L3,Offer1,Agent,287.149807,Four-Door Car,Medsize,A
ZD42550,calofornia,7792.067056,calofornia,Basic,Master,1/3/11,Employed,F,36776,Urban,Divorced,65,21.0,21,0.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,240.186527,Four-Door Car,Medsize,A
IY87065,calofornia,5246.278375,calofornia,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.702735,Two-Door Car,Medsize,A
CO44659,Arizona,3337.59441,Arizona,Extended,Bachelor,1/13/11,Employed,F,43510,Urban,Married,83,8.0,75,0.0,1,Personal Auto,Personal L3,Offer3,Agent,238.088581,Four-Door Car,Medsize,A
MR67738,Oregon,2676.867914,Oregon,Basic,High School or Below,2/4/11,Employed,F,54480,Suburban,Married,67,15.149070740488469,91,0.38425610586747105,1,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small,A
OS54451,California,2627.831472,California,Basic,Bachelor,2/11/11,Employed,M,31964,Rural,Married,67,30.0,90,0.0,1,Personal Auto,Personal L2,Offer2,Web,120.060283,Four-Door Car,Medsize,A
SQ37580,Arizona,5219.886414,Arizona,Basic,Bachelor,1/4/11,Employed,F,64964,Urban,Single,66,9.0,84,0.0,5,Personal Auto,Personal L3,Offer3,Call Center,286.967405,Four-Door Car,Medsize,A
QB14114,Oregon,5275.056933,Oregon,Extended,High School or Below,1/13/11,Employed,F,81850,Urban,Single,132,1.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,429.860895,Sports Car,Medsize,A
QK24293,Oregon,6265.343299,Oregon,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,A
YY71144,Oregon,8717.049833,Oregon,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L1,Offer2,Agent,355.2,Four-Door Car,Large,A
BG80246,Arizona,5570.17755,Arizona,Basic,College,1/11/11,Disabled,F,22679,Suburban,Married,72,25.0,32,0.0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small,A
XD86462,Oregon,6063.19979,Oregon,Extended,College,2/4/11,Employed,M,20676,Suburban,Single,79,15.149070740488469,27,0.38425610586747105,7,Personal Auto,Personal L3,Offer3,Agent,379.2,Four-Door Car,Medsize,A
SJ86522,California,6827.044423,California,Basic,High School or Below,1/12/11,Unemployed,M,0,Suburban,Single,102,5.0,26,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,956.689634,SUV,Medsize,A
FC10193,Washington,10620.49148,Washington,Basic,College,1/28/11,Employed,F,35601,Urban,Single,69,34.0,15,0.0,2,Personal Auto,Personal L1,Offer3,Branch,249.803437,Four-Door Car,Medsize,A
EW46828,Arizona,8060.161694,Arizona,Basic,High School or Below,1/3/11,Employed,M,23671,Suburban,Divorced,69,32.0,45,0.0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Medsize,A
BU27331,Arizona,4468.510542,Arizona,Basic,Bachelor,1/31/11,Unemployed,M,0,Suburban,Single,73,7.0,57,3.0,5,Personal Auto,Personal L3,Offer3,Call Center,579.165954,Four-Door Car,Medsize,A
SM10031,California,2933.498052,California,Extended,Master,1/8/11,Unemployed,M,0,Suburban,Married,78,22.0,98,0.0,1,Personal Auto,Personal L3,Offer1,Branch,398.421636,Four-Door Car,Medsize,A
OH60605,Oregon,3652.532435,Oregon,Extended,High School or Below,2/23/11,Employed,F,39679,Suburban,Married,92,2.0,85,0.0,1,Personal Auto,Personal L3,Offer2,Branch,641.388616,Two-Door Car,Medsize,A
OH69760,Arizona,5181.054467,Arizona,Basic,College,2/2/11,Unemployed,F,0,Suburban,Married,70,4.0,64,0.0,7,Personal Auto,Personal L1,Offer1,Branch,336.0,Four-Door Car,Large,A
IZ37104,California,2267.604038,California,Basic,Doctor,1/26/11,Unemployed,M,0,Suburban,Married,61,3.0,67,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medsize,A
RA66180,Washington,2764.032126,Washington,Basic,High School or Below,1/10/11,Employed,F,33837,Urban,Married,72,29.0,54,4.0,1,Corporate Auto,Corporate L2,Offer1,Branch,305.575785,Two-Door Car,Medsize,A
AY84441,Oregon,4002.857594,Oregon,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,114,3.0,93,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,820.8,SUV,Medsize,A
ZZ41158,Washington,4089.429492,Washington,Basic,College,2/24/11,Employed,M,28506,Suburban,Married,104,27.0,37,0.0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,Small,A
BL44708,calofornia,12556.95366,calofornia,Basic,High School or Below,2/7/11,Unemployed,F,0,Suburban,Single,70,34.0,10,0.0,2,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Medsize,A
XU57332,California,8736.501241,California,Basic,College,2/10/11,Employed,F,53173,Suburban,Single,112,30.0,57,0.0,4,Personal Auto,Personal L1,Offer1,Call Center,1169.409787,SUV,Medsize,A
NY91328,California,9029.71466,California,Extended,Bachelor,2/2/11,Retired,F,16972,Suburban,Divorced,125,17.0,89,0.0,5,Personal Auto,Personal L3,Offer1,Agent,600.0,SUV,Large,A
